bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1703601678.2493;26/12/2023;11:41:18;IN;Agente;0418;Agente/631;14;4;18;
1703601715.2495;26/12/2023;11:41:56;IN;Agente;1103;Agente/611;25;3;28;
1703601723.2497;26/12/2023;11:42:04;IN;Agente;0011;Agente/632;24;3;27;
1703601732.2499;26/12/2023;11:42:13;IN;Agente;4412;Agente/631;11;3;14;
1703601735.2501;26/12/2023;11:42:16;IN;Agente;4004;Agente/601;15;5;20;
1703601737.2503;26/12/2023;11:42:18;IN;Agente;3706;Agente/611;13;18;31;
1703601750.2504;26/12/2023;11:42:30;IN;Agente;3905;Agente/631;15;11;26;
1703601754.2506;26/12/2023;11:42:35;IN;Agente;2208;Agente/632;84;12;96;
1703601762.2508;26/12/2023;11:42:43;IN;Agente;2115;Agente/601;15;12;27;
1703601783.2511;26/12/2023;11:43:03;IN;Agente;3513;Agente/611;16;4;20;
1703601800.2513;26/12/2023;11:43:20;IN;Agente;4403;Agente/631;12;3;15;
1703601817.2515;26/12/2023;11:43:37;IN;Agente;2708;Agente/601;19;3;22;
1703601836.2517;26/12/2023;11:43:57;IN;Agente;3706;Agente/611;19;4;23;
1703601844.2519;26/12/2023;11:44:05;IN;Agente;4014;Agente/601;39;13;52;
1703601846.2520;26/12/2023;11:44:06;IN;Agente;0018;Agente/631;16;4;20;
1703601866.2523;26/12/2023;11:44:27;IN;Agente;2604;Agente/632;14;4;18;
1703601876.2525;26/12/2023;11:44:37;IN;Agente;4015;Agente/611;17;3;20;
1703601880.2527;26/12/2023;11:44:41;IN;Agente;4409;Agente/613;26;3;29;
1703601899.2529;26/12/2023;11:45:00;IN;Agente;2710;Agente/631;20;4;24;
1703601923.2531;26/12/2023;11:45:23;IN;Agente;0005;Agente/601;26;3;29;
1703601923.2532;26/12/2023;11:45:24;IN;Agente;4508;Agente/632;19;4;23;
1703601940.2535;26/12/2023;11:45:40;IN;Agente;1103;Agente/611;13;15;28;
1703601956.2538;26/12/2023;11:45:57;IN;Agente;1216;Agente/613;23;3;26;
1703601958.2540;26/12/2023;11:45:59;IN;Agente;2020;Agente/631;12;4;16;
1703601973.2542;26/12/2023;11:46:13;IN;Agente;0016;Agente/632;28;4;32;
1703601979.2544;26/12/2023;11:46:19;IN;Agente;3821;Agente/601;37;3;40;
1703601987.2546;26/12/2023;11:46:27;IN;Agente;1107;Agente/611;12;5;17;
1703602025.2548;26/12/2023;11:47:06;IN;Agente;3612;Agente/631;16;4;20;
1703602027.2550;26/12/2023;11:47:08;IN;Agente;1906;Agente/613;26;4;30;
1703602042.2552;26/12/2023;11:47:22;IN;Agente;1416;Agente/611;19;4;23;
1703602065.2554;26/12/2023;11:47:45;IN;QUE;0004;VILLE-900;0;1;1;
1703602067.2556;26/12/2023;11:47:47;IN;Agente;0420;Agente/632;20;3;23;
1703602067.2557;26/12/2023;11:47:48;IN;Agente;0004;Agente/613;38;3;41;
1703602075.2560;26/12/2023;11:47:55;IN;QUE;3819;VILLE-901;0;1;1;
1703602077.2562;26/12/2023;11:47:58;IN;Agente;2015;Agente/601;13;2;15;
1703602078.2563;26/12/2023;11:47:59;IN;Agente;3819;Agente/631;39;2;41;
1703602085.2566;26/12/2023;11:48:06;IN;Agente;3709;Agente/611;27;2;29;
1703602105.2568;26/12/2023;11:48:26;IN;Agente;3602;Agente/632;16;4;20;
1703602113.2570;26/12/2023;11:48:33;IN;Agente;2609;Agente/601;22;5;27;
1703602120.2572;26/12/2023;11:48:41;IN;Agente;3519;Agente/613;34;2;36;
1703602128.2574;26/12/2023;11:48:48;IN;Agente;3914;Agente/631;30;3;33;
1703602158.2576;26/12/2023;11:49:18;IN;Agente;4507;Agente/611;14;5;19;
1703602158.2577;26/12/2023;11:49:18;IN;Agente;0403;Agente/632;83;4;87;
1703602166.2580;26/12/2023;11:49:26;IN;Agente;0402;Agente/601;13;3;16;
1703602171.2582;26/12/2023;11:49:31;IN;Agente;3511;Agente/613;17;2;19;
1703602176.2584;26/12/2023;11:49:37;IN;Agente;0416;Agente/631;153;3;156;
1703602182.2586;26/12/2023;11:49:42;IN;Agente;4111;Agente/613;23;17;40;
1703602182.2587;26/12/2023;11:49:43;IN;Agente;0214;Agente/601;17;12;29;
1703602222.2591;26/12/2023;11:50:23;IN;Agente;4511;Agente/601;12;1;13;
1703602246.2593;26/12/2023;11:50:47;IN;Agente;1202;Agente/613;22;3;25;
1703602251.2595;26/12/2023;11:50:51;IN;Agente;2407;Agente/601;31;3;34;
1703602254.2597;26/12/2023;11:50:54;IN;Agente;4508;Agente/632;15;3;18;
1703602261.2599;26/12/2023;11:51:01;IN;Agente;2307;Agente/613;86;27;113;
1703602275.2600;26/12/2023;11:51:16;IN;Agente;4217;Agente/632;25;13;38;
1703602287.2603;26/12/2023;11:51:28;IN;Agente;0909;Agente/601;17;17;34;
1703602293.2604;26/12/2023;11:51:33;IN;Agente;0214;Agente/632;34;33;67;
1703602346.2607;26/12/2023;11:52:26;IN;Agente;1103;Agente/601;14;3;17;
1703602355.2609;26/12/2023;11:52:35;IN;Agente;2208;Agente/631;25;4;29;
1703602368.2611;26/12/2023;11:52:48;IN;Agente;1502;Agente/601;33;5;38;
1703602388.2613;26/12/2023;11:53:09;IN;Agente;4506;Agente/632;20;2;22;
1703602390.2615;26/12/2023;11:53:11;IN;Agente;0205;Agente/613;9;3;12;
1703602394.2617;26/12/2023;11:53:14;IN;Agente;3509;Agente/631;45;5;50;
1703602439.2619;26/12/2023;11:53:59;IN;Agente;1107;Agente/613;12;3;15;
1703602455.2621;26/12/2023;11:54:16;IN;Agente;0416;Agente/611;61;4;65;
1703602480.2623;26/12/2023;11:54:40;IN;Agente;0908;Agente/601;23;16;39;
1703602495.2626;26/12/2023;11:54:56;IN;Agente;1509;Agente/632;19;3;22;
1703602523.2628;26/12/2023;11:55:23;IN;Agente;4119;Agente/631;24;5;29;
1703602534.2630;26/12/2023;11:55:35;IN;Agente;4508;Agente/613;13;3;16;
1703602566.2632;26/12/2023;11:56:06;IN;Agente;0416;Agente/632;46;4;50;
1703602603.2634;26/12/2023;11:56:44;IN;Agente;2105;Agente/611;11;15;26;
1703602607.2636;26/12/2023;11:56:47;IN;Agente;4509;Agente/601;13;3;16;
1703602610.2638;26/12/2023;11:56:50;IN;Agente;3708;Agente/631;21;16;37;
1703602619.2641;26/12/2023;11:56:59;IN;Agente;0205;Agente/613;21;3;24;
1703602633.2644;26/12/2023;11:57:13;IN;Agente;2105;Agente/632;14;3;17;
1703602634.2646;26/12/2023;11:57:15;IN;Agente;0204;Agente/601;10;2;12;
1703602639.2648;26/12/2023;11:57:20;IN;Agente;3511;Agente/611;41;11;52;
1703602659.2650;26/12/2023;11:57:40;IN;Agente;4514;Agente/613;10;2;12;
1703602674.2652;26/12/2023;11:57:55;IN;Agente;2003;Agente/601;22;3;25;
1703602697.2654;26/12/2023;11:58:17;IN;Agente;0408;Agente/631;21;3;24;
1703602698.2656;26/12/2023;11:58:19;IN;Agente;2407;Agente/632;23;3;26;
1703602705.2658;26/12/2023;11:58:26;IN;Agente;0014;Agente/613;25;2;27;
1703602706.2659;26/12/2023;11:58:26;IN;Agente;0208;Agente/611;18;13;31;
1703602720.2662;26/12/2023;11:58:41;IN;Agente;4117;Agente/601;11;2;13;
1703602732.2664;26/12/2023;11:58:52;IN;Agente;3709;Agente/631;17;3;20;
1703602737.2666;26/12/2023;11:58:58;IN;Agente;0905;Agente/632;48;4;52;
1703602746.2668;26/12/2023;11:59:07;IN;Agente;1504;Agente/613;13;2;15;
1703602760.2670;26/12/2023;11:59:21;IN;Agente;3512;Agente/601;14;4;18;
1703602764.2672;26/12/2023;11:59:24;IN;Agente;1103;Agente/611;11;6;17;
1703602765.2674;26/12/2023;11:59:25;IN;Agente;3708;Agente/631;14;2;16;
1703602776.2676;26/12/2023;11:59:36;IN;Agente;3801;Agente/613;20;2;22;
1703602790.2678;26/12/2023;11:59:50;IN;Agente;1514;Agente/601;27;3;30;
1703602804.2680;26/12/2023;12:00:04;IN;Agente;4118;Agente/611;18;3;21;
1703602808.2682;26/12/2023;12:00:09;IN;Agente;0204;Agente/631;21;4;25;
1703602818.2684;26/12/2023;12:00:19;IN;Agente;1220;Agente/601;14;16;30;
1703602825.2686;26/12/2023;12:00:25;IN;Agente;2407;Agente/613;13;2;15;
1703602829.2689;26/12/2023;12:00:29;IN;Agente;1906;Agente/632;34;3;37;
1703602843.2692;26/12/2023;12:00:44;IN;Agente;0203;Agente/611;17;3;20;
1703602849.2694;26/12/2023;12:00:49;IN;Agente;4121;Agente/631;22;5;27;
1703602856.2696;26/12/2023;12:00:57;IN;Agente;1110;Agente/613;26;2;28;
1703602879.2698;26/12/2023;12:01:19;IN;Agente;4514;Agente/632;39;4;43;
1703602882.2700;26/12/2023;12:01:24;IN;Agente;0921;Agente/601;18;3;21;
1703602888.2702;26/12/2023;12:01:29;IN;Agente;4511;Agente/611;19;3;22;
1703602895.2704;26/12/2023;12:01:36;IN;Agente;2006;Agente/613;49;2;51;
1703602907.2707;26/12/2023;12:01:47;IN;Agente;3915;Agente/616;13;2;15;
1703602908.2708;26/12/2023;12:01:48;IN;Agente;4004;Agente/631;23;3;26;
1703602908.2711;26/12/2023;12:01:49;IN;Agente;4512;Agente/601;13;11;24;
1703602916.2712;26/12/2023;12:01:56;IN;Agente;0420;Agente/611;17;11;28;
1703602922.2714;26/12/2023;12:02:02;IN;Agente;4015;Agente/616;12;11;23;
1703602934.2717;26/12/2023;12:02:14;IN;Agente;0214;Agente/632;36;4;40;
1703602934.2718;26/12/2023;12:02:15;IN;Agente;1504;Agente/601;14;10;24;
1703602938.2720;26/12/2023;12:02:18;IN;Agente;1213;Agente/631;24;12;36;
1703602942.2721;26/12/2023;12:02:23;IN;Agente;0922;Agente/611;22;11;33;
1703602944.2723;26/12/2023;12:02:25;IN;Agente;3903;Agente/616;18;11;29;
1703602947.2725;26/12/2023;12:02:28;IN;Agente;3802;Agente/613;34;11;45;
1703602953.2727;26/12/2023;12:02:34;IN;Agente;2810;Agente/601;21;14;35;
1703602963.2730;26/12/2023;12:02:43;IN;Agente;3611;Agente/613;15;40;55;
1703602968.2732;26/12/2023;12:02:49;IN;Agente;0921;Agente/631;14;13;27;
1703602969.2733;26/12/2023;12:02:50;IN;Agente;2807;Agente/632;27;14;41;
1703602974.2734;26/12/2023;12:02:54;IN;Agente;2604;Agente/611;73;13;86;
1703602977.2735;26/12/2023;12:02:58;IN;Agente;0901;Agente/631;26;30;56;
1703602980.2736;26/12/2023;12:03:01;IN;Agente;3605;Agente/632;54;42;96;
1703602981.2738;26/12/2023;12:03:01;IN;Agente;4117;Agente/601;29;17;46;
1703602989.2741;26/12/2023;12:03:09;INTERNO;SIP;9950;3903;3;0;3;
1703602991.2743;26/12/2023;12:03:11;IN;Agente;2309;Agente/616;20;12;32;
1703603000.2746;26/12/2023;12:03:21;IN;Agente;2306;Agente/613;15;26;41;
1703603007.2750;26/12/2023;12:03:28;IN;Agente;0909;Agente/616;12;27;39;
1703603011.2751;26/12/2023;12:03:32;IN;Agente;0403;Agente/601;10;25;35;
1703603038.2756;26/12/2023;12:03:59;IN;Agente;0405;Agente/631;25;10;35;
1703603040.2757;26/12/2023;12:04:01;IN;Agente;3905;Agente/613;37;10;47;
1703603041.2758;26/12/2023;12:04:02;IN;Agente;1416;Agente/601;14;15;29;
1703603044.2759;26/12/2023;12:04:04;IN;Agente;2704;Agente/616;24;14;38;
1703603044.2760;26/12/2023;12:04:05;IN;Agente;1410;Agente/611;16;31;47;
1703603046.2761;26/12/2023;12:04:06;IN;Agente;2306;Agente/601;14;33;47;
1703603073.2766;26/12/2023;12:04:33;IN;Agente;2416;Agente/632;30;15;45;
1703603076.2768;26/12/2023;12:04:37;IN;Agente;0209;Agente/616;20;16;36;
1703603082.2771;26/12/2023;12:04:42;IN;Agente;3421;Agente/607;17;16;33;
1703603082.2772;26/12/2023;12:04:43;IN;Agente;3910;Agente/601;27;39;66;
1703603088.2774;26/12/2023;12:04:49;IN;Agente;2113;Agente/604;15;13;28;
1703603089.2775;26/12/2023;12:04:49;IN;Agente;1219;Agente/613;18;13;31;
1703603090.2776;26/12/2023;12:04:51;IN;Agente;0921;Agente/601;12;11;23;
1703603095.2778;26/12/2023;12:04:55;IN;Agente;1202;Agente/611;15;11;26;
1703603096.2779;26/12/2023;12:04:56;IN;Agente;3609;Agente/604;37;28;65;
1703603099.2783;26/12/2023;12:05:00;IN;Agente;2005;Agente/616;34;25;59;
1703603111.2787;26/12/2023;12:05:11;IN;Agente;1808;Agente/610;20;12;32;
1703603117.2788;26/12/2023;12:05:17;IN;Agente;2708;Agente/607;13;13;26;
1703603121.2791;26/12/2023;12:05:22;IN;Agente;1216;Agente/613;129;11;140;
1703603125.2794;26/12/2023;12:05:25;IN;Agente;0905;Agente/632;34;3;37;
1703603132.2798;26/12/2023;12:05:32;IN;Agente;1201;Agente/601;20;26;46;
1703603135.2799;26/12/2023;12:05:36;IN;Agente;2405;Agente/610;15;25;40;
1703603138.2800;26/12/2023;12:05:39;IN;Agente;2410;Agente/607;13;24;37;
1703603147.2801;26/12/2023;12:05:48;IN;Agente;2708;Agente/604;24;22;46;
1703603148.2803;26/12/2023;12:05:49;IN;Agente;4411;Agente/632;25;25;50;
1703603164.2808;26/12/2023;12:06:04;IN;Agente;1111;Agente/616;22;11;33;
1703603173.2812;26/12/2023;12:06:13;IN;Agente;3520;Agente/610;24;14;38;
1703603178.2814;26/12/2023;12:06:18;IN;Agente;3509;Agente/607;21;10;31;
1703603186.2816;26/12/2023;12:06:28;IN;Agente;1108;Agente/601;21;2;23;
1703603196.2819;26/12/2023;12:06:37;IN;Agente;2201;Agente/604;15;10;25;
1703603213.2821;26/12/2023;12:06:54;IN;Agente;2604;Agente/616;19;3;22;
1703603220.2823;26/12/2023;12:07:01;IN;Agente;1115;Agente/632;28;3;31;
1703603230.2825;26/12/2023;12:07:10;IN;QUE;1103;VILLE-901;0;22;22;
1703603234.2827;26/12/2023;12:07:14;IN;Agente;3413;Agente/610;11;3;14;
1703603235.2829;26/12/2023;12:07:16;IN;Agente;3519;Agente/607;30;4;34;
1703603239.2831;26/12/2023;12:07:20;IN;Agente;2602;Agente/601;12;2;14;
1703603248.2834;26/12/2023;12:07:28;IN;Agente;2106;Agente/616;25;3;28;
1703603254.2837;26/12/2023;12:07:35;IN;Agente;1103;Agente/632;53;90;143;
1703603256.2839;26/12/2023;12:07:36;IN;;1105;;0;0;0;
1703603261.2840;26/12/2023;12:07:41;IN;Agente;1105;Agente/610;0;2;2;
1703603264.2842;26/12/2023;12:07:45;IN;Agente;4111;Agente/632;13;3;16;
1703603265.2844;26/12/2023;12:07:46;IN;Agente;3801;Agente/601;11;2;13;
1703603267.2846;26/12/2023;12:07:48;IN;Agente;2103;Agente/610;15;2;17;
1703603268.2847;26/12/2023;12:07:48;IN;Agente;1105;Agente/607;15;14;29;
1703603273.2850;26/12/2023;12:07:53;IN;Agente;3421;Agente/616;58;13;71;
1703603275.2852;26/12/2023;12:07:56;IN;Agente;2710;Agente/601;21;12;33;
1703603285.2855;26/12/2023;12:08:06;IN;Agente;1216;Agente/610;13;10;23;
1703603290.2858;26/12/2023;12:08:10;IN;Agente;4513;Agente/607;10;16;26;
1703603290.2859;26/12/2023;12:08:11;IN;Agente;1819;Agente/610;22;26;48;
1703603293.2861;26/12/2023;12:08:14;IN;Agente;2410;Agente/632;31;4;35;
1703603297.2864;26/12/2023;12:08:18;IN;Agente;3914;Agente/601;33;78;111;
1703603300.2865;26/12/2023;12:08:21;IN;Agente;1502;Agente/604;25;41;66;
1703603314.2869;26/12/2023;12:08:35;IN;Agente;4118;Agente/601;13;10;23;
1703603337.2875;26/12/2023;12:08:57;IN;Agente;1110;Agente/601;14;13;27;
1703603353.2880;26/12/2023;12:09:13;IN;Agente;1410;Agente/607;16;3;19;
1703603359.2883;26/12/2023;12:09:20;IN;Agente;2213;Agente/610;24;3;27;
1703603360.2885;26/12/2023;12:09:21;IN;Agente;0415;Agente/616;30;2;32;
1703603361.2888;26/12/2023;12:09:22;IN;Agente;3607;Agente/601;41;63;104;
1703603373.2890;26/12/2023;12:09:34;IN;Agente;3601;Agente/604;19;2;21;
1703603385.2893;26/12/2023;12:09:45;IN;Agente;4512;Agente/610;40;11;51;
1703603387.2895;26/12/2023;12:09:48;IN;Agente;0908;Agente/616;11;12;23;
1703603403.2899;26/12/2023;12:10:03;IN;Agente;3407;Agente/604;24;2;26;
1703603410.2902;26/12/2023;12:10:11;IN;Agente;2307;Agente/632;35;3;38;
1703603418.2905;26/12/2023;12:10:19;IN;Agente;0403;Agente/604;24;53;77;
1703603423.2907;26/12/2023;12:10:23;IN;Agente;0903;Agente/604;25;14;39;
1703603428.2909;26/12/2023;12:10:28;IN;Agente;2407;Agente/610;13;89;102;
1703603430.2910;26/12/2023;12:10:30;IN;Agente;1208;Agente/607;9;3;12;
1703603435.2914;26/12/2023;12:10:36;IN;Agente;1514;Agente/632;41;90;131;
1703603440.2916;26/12/2023;12:10:41;IN;Agente;3702;Agente/616;24;2;26;
1703603441.2918;26/12/2023;12:10:42;IN;Agente;3404;Agente/610;16;10;26;
1703603442.2919;26/12/2023;12:10:43;IN;Agente;1107;Agente/607;12;13;25;
1703603449.2920;26/12/2023;12:10:49;IN;Agente;0420;Agente/632;16;17;33;
1703603461.2924;26/12/2023;12:11:02;IN;Agente;3912;Agente/601;57;13;70;
1703603465.2925;26/12/2023;12:11:06;IN;Agente;1412;Agente/616;11;10;21;
1703603469.2926;26/12/2023;12:11:09;IN;Agente;1109;Agente/610;23;11;34;
1703603479.2931;26/12/2023;12:11:19;IN;Agente;4114;Agente/607;16;3;19;
1703603479.2932;26/12/2023;12:11:21;IN;Agente;0908;Agente/632;21;13;34;
1703603486.2934;26/12/2023;12:11:26;IN;Agente;1417;Agente/616;11;11;22;
1703603487.2935;26/12/2023;12:11:28;IN;QUE;;;0;0;0;
1703603487.2935;26/12/2023;12:11:28;IN;;;;0;0;0;
1703603491.2937;26/12/2023;12:11:32;IN;Agente;3803;Agente/607;126;14;140;
1703603492.2938;26/12/2023;12:11:33;IN;Agente;0901;Agente/601;22;47;69;
1703603492.2939;26/12/2023;12:11:34;IN;Agente;2603;Agente/604;13;18;31;
1703603495.2940;26/12/2023;12:11:35;IN;Agente;3413;Agente/616;17;26;43;
1703603500.2942;26/12/2023;12:11:41;IN;Agente;0423;Agente/604;21;34;55;
1703603512.2945;26/12/2023;12:11:53;IN;Agente;1014;Agente/601;29;58;87;
1703603513.2946;26/12/2023;12:11:54;IN;Agente;1110;Agente/610;14;27;41;
1703603518.2948;26/12/2023;12:11:58;IN;Agente;1202;Agente/616;28;27;55;
1703603537.2952;26/12/2023;12:12:17;IN;Agente;3819;Agente/604;33;29;62;
1703603566.2957;26/12/2023;12:12:46;INTERNO;SIP;VILLE-9953;VILLE-1110;20;6;26;
1703603575.2960;26/12/2023;12:12:56;IN;Agente;1202;Agente/610;14;27;41;
1703603579.2961;26/12/2023;12:12:59;IN;Agente;2601;Agente/632;78;6;84;
1703603615.2964;26/12/2023;12:13:35;IN;Agente;1417;Agente/601;29;3;32;
1703603619.2966;26/12/2023;12:13:39;IN;Agente;0215;Agente/610;12;11;23;
1703603634.2968;26/12/2023;12:13:55;IN;Agente;0422;Agente/607;15;10;25;
1703603643.2970;26/12/2023;12:14:04;IN;Agente;3915;Agente/610;18;23;41;
1703603644.2971;26/12/2023;12:14:05;IN;Agente;1416;Agente/601;21;12;33;
1703603646.2972;26/12/2023;12:14:07;IN;Agente;4015;Agente/607;11;26;37;
1703603650.2973;26/12/2023;12:14:11;IN;Agente;0411;Agente/632;45;31;76;
1703603672.2978;26/12/2023;12:14:33;IN;Agente;2613;Agente/601;11;13;24;
1703603675.2980;26/12/2023;12:14:35;IN;Agente;3821;Agente/607;17;16;33;
1703603682.2982;26/12/2023;12:14:42;IN;Agente;3519;Agente/610;38;12;50;
1703603698.2988;26/12/2023;12:14:58;IN;Agente;2307;Agente/601;100;10;110;
1703603699.2989;26/12/2023;12:14:59;IN;Agente;1017;Agente/607;14;19;33;
1703603715.2991;26/12/2023;12:15:15;IN;Agente;0205;Agente/632;19;27;46;
1703603738.2993;26/12/2023;12:15:39;IN;Agente;1107;Agente/607;27;2;29;
1703603740.2996;26/12/2023;12:15:40;IN;Agente;2420;Agente/610;55;2;57;
1703603740.2997;26/12/2023;12:15:41;IN;Agente;2113;Agente/607;11;40;51;
1703603745.2999;26/12/2023;12:15:45;IN;Agente;0417;Agente/632;19;31;50;
1703603746.3000;26/12/2023;12:15:46;IN;Agente;2103;Agente/610;19;59;78;
1703603756.3001;26/12/2023;12:15:56;IN;Agente;0216;Agente/632;30;57;87;
1703603819.3006;26/12/2023;12:16:59;IN;Agente;2307;Agente/601;19;3;22;
1703603825.3008;26/12/2023;12:17:05;IN;Agente;4509;Agente/607;47;3;50;
1703603825.3009;26/12/2023;12:17:06;IN;Agente;2613;Agente/610;31;10;41;
1703603837.3012;26/12/2023;12:17:17;IN;Agente;3601;Agente/616;17;2;19;
1703603845.3014;26/12/2023;12:17:26;IN;Agente;4513;Agente/632;22;11;33;
1703603846.3015;26/12/2023;12:17:27;IN;Agente;2111;Agente/616;23;17;40;
1703603854.3016;26/12/2023;12:17:35;IN;Agente;1804;Agente/610;17;25;42;
1703603861.3018;26/12/2023;12:17:42;IN;Agente;0207;Agente/632;29;28;57;
1703603880.3021;26/12/2023;12:18:01;IN;Agente;1221;Agente/607;22;11;33;
1703603888.3023;26/12/2023;12:18:09;IN;Agente;2401;Agente/616;22;12;34;
1703603895.3025;26/12/2023;12:18:15;IN;Agente;1208;Agente/610;34;12;46;
1703603895.3026;26/12/2023;12:18:16;IN;Agente;2109;Agente/607;11;31;42;
1703603900.3028;26/12/2023;12:18:20;IN;Agente;2804;Agente/632;27;33;60;
1703603902.3029;26/12/2023;12:18:23;IN;Agente;0424;Agente/610;33;55;88;
1703603908.3031;26/12/2023;12:18:28;IN;Agente;1017;Agente/616;110;28;138;
1703603911.3032;26/12/2023;12:18:31;IN;Agente;3819;Agente/601;31;26;57;
1703603930.3034;26/12/2023;12:18:50;IN;Agente;0412;Agente/607;13;17;30;
1703603937.3038;26/12/2023;12:18:58;IN;Agente;3609;Agente/607;11;32;43;
1703603949.3040;26/12/2023;12:19:09;IN;Agente;2602;Agente/632;31;27;58;
1703603949.3041;26/12/2023;12:19:09;IN;Agente;2405;Agente/601;30;30;60;
1703603962.3043;26/12/2023;12:19:23;IN;Agente;3511;Agente/607;11;26;37;
1703603973.3046;26/12/2023;12:19:33;IN;Agente;2307;Agente/607;25;42;67;
1703603992.3049;26/12/2023;12:19:53;IN;Agente;0417;Agente/632;30;26;56;
1703603993.3050;26/12/2023;12:19:54;IN;Agente;0414;Agente/610;57;14;71;
1703604012.3053;26/12/2023;12:20:12;IN;Agente;0426;Agente/601;28;11;39;
1703604028.3056;26/12/2023;12:20:29;IN;Agente;0011;Agente/607;17;26;43;
1703604037.3057;26/12/2023;12:20:38;IN;Agente;2108;Agente/604;24;16;40;
1703604039.3058;26/12/2023;12:20:40;IN;Agente;1911;Agente/616;26;16;42;
1703604040.3059;26/12/2023;12:20:40;IN;Agente;3605;Agente/601;16;26;42;
1703604054.3063;26/12/2023;12:20:54;IN;Agente;0212;Agente/632;35;12;47;
1703604066.3066;26/12/2023;12:21:07;IN;Agente;1212;Agente/610;12;11;23;
1703604067.3067;26/12/2023;12:21:07;IN;Agente;3415;Agente/607;10;14;24;
1703604071.3068;26/12/2023;12:21:12;IN;Agente;1504;Agente/604;25;14;39;
1703604078.3070;26/12/2023;12:21:18;IN;Agente;1014;Agente/601;12;12;24;
1703604116.3074;26/12/2023;12:21:56;IN;Agente;2309;Agente/610;16;3;19;
1703604123.3076;26/12/2023;12:22:03;IN;Agente;2302;Agente/616;10;5;15;
1703604123.3077;26/12/2023;12:22:03;IN;Agente;1507;Agente/607;28;4;32;
1703604126.3080;26/12/2023;12:22:06;IN;Agente;4114;Agente/632;19;5;24;
1703604134.3082;26/12/2023;12:22:14;IN;Agente;2208;Agente/601;13;5;18;
1703604151.3084;26/12/2023;12:22:31;IN;Agente;3811;Agente/610;35;4;39;
1703604156.3086;26/12/2023;12:22:37;IN;Agente;0922;Agente/616;10;3;13;
1703604168.3088;26/12/2023;12:22:48;IN;Agente;3918;Agente/616;20;16;36;
1703604168.3089;26/12/2023;12:22:48;IN;Agente;1217;Agente/601;34;3;37;
1703604172.3092;26/12/2023;12:22:52;IN;Agente;0422;Agente/610;57;32;89;
1703604176.3093;26/12/2023;12:22:56;IN;Agente;3607;Agente/632;25;5;30;
1703604182.3096;26/12/2023;12:23:03;IN;Agente;1112;Agente/616;33;30;63;
1703604185.3097;26/12/2023;12:23:06;IN;Agente;0423;Agente/601;41;29;70;
1703604210.3099;26/12/2023;12:23:31;IN;Agente;0215;Agente/632;41;12;53;
1703604228.3103;26/12/2023;12:23:48;IN;Agente;3503;Agente/604;23;41;64;
1703604247.3104;26/12/2023;12:24:07;IN;Agente;0205;Agente/616;20;17;37;
1703604250.3105;26/12/2023;12:24:10;IN;Agente;3708;Agente/610;25;26;51;
1703604256.3106;26/12/2023;12:24:17;IN;Agente;4118;Agente/632;21;28;49;
1703604264.3108;26/12/2023;12:24:25;IN;Agente;0218;Agente/601;38;3;41;
1703604265.3109;26/12/2023;12:24:25;IN;Agente;4411;Agente/616;11;28;39;
1703604273.3112;26/12/2023;12:24:34;IN;Agente;0412;Agente/632;54;55;109;
1703604275.3115;26/12/2023;12:24:35;IN;Agente;4111;Agente/607;12;26;38;
1703604285.3117;26/12/2023;12:24:46;IN;Agente;1116;Agente/604;26;15;41;
1703604297.3119;26/12/2023;12:24:58;IN;Agente;4002;Agente/610;27;14;41;
1703604309.3122;26/12/2023;12:25:09;IN;Agente;3708;Agente/601;18;11;29;
1703604336.3126;26/12/2023;12:25:37;IN;Agente;1212;Agente/616;31;3;34;
1703604338.3128;26/12/2023;12:25:38;IN;Agente;3506;Agente/607;16;3;19;
1703604340.3130;26/12/2023;12:25:41;IN;Agente;0211;Agente/604;14;11;25;
1703604342.3131;26/12/2023;12:25:42;IN;QUE;4117;VILLE-900;0;1;1;
1703604345.3132;26/12/2023;12:25:46;IN;Agente;3905;Agente/601;77;11;88;
1703604359.3135;26/12/2023;12:26:00;IN;Agente;4407;Agente/610;15;4;19;
1703604362.3137;26/12/2023;12:26:02;IN;Agente;4117;Agente/607;37;11;48;
1703604380.3139;26/12/2023;12:26:21;IN;Agente;4506;Agente/604;15;3;18;
1703604386.3141;26/12/2023;12:26:26;IN;Agente;0208;Agente/616;12;4;16;
1703604400.3143;26/12/2023;12:26:40;IN;Agente;4505;Agente/610;33;5;38;
1703604419.3145;26/12/2023;12:26:59;IN;Agente;4502;Agente/632;15;4;19;
1703604423.3147;26/12/2023;12:27:03;IN;Agente;1403;Agente/616;24;3;27;
1703604459.3149;26/12/2023;12:27:39;IN;Agente;1216;Agente/610;15;4;19;
1703604470.3151;26/12/2023;12:27:51;IN;Agente;4503;Agente/601;13;4;17;
1703604472.3153;26/12/2023;12:27:52;IN;Agente;4117;Agente/632;16;5;21;
1703604492.3155;26/12/2023;12:28:13;IN;Agente;3511;Agente/616;15;3;18;
1703604495.3157;26/12/2023;12:28:15;IN;Agente;4102;Agente/610;19;3;22;
1703604499.3159;26/12/2023;12:28:20;IN;Agente;4510;Agente/601;17;2;19;
1703604533.3161;26/12/2023;12:28:53;IN;QUE;3506;VILLE-900;0;1;1;
