bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1703598315.1851;26/12/2023;10:45:15;IN;Agente;2702;Agente/611;17;4;21;
1703598335.1853;26/12/2023;10:45:36;IN;Agente;0405;Agente/632;38;3;41;
1703598364.1855;26/12/2023;10:46:05;IN;Agente;4117;Agente/631;11;4;15;
1703598374.1857;26/12/2023;10:46:15;IN;Agente;3902;Agente/613;35;2;37;
1703598408.1859;26/12/2023;10:46:48;IN;Agente;0411;Agente/611;35;3;38;
1703598443.1861;26/12/2023;10:47:24;IN;Agente;1802;Agente/632;21;3;24;
1703598452.1863;26/12/2023;10:47:33;IN;Agente;1509;Agente/631;14;4;18;
1703598466.1865;26/12/2023;10:47:46;IN;Agente;0408;Agente/611;18;5;23;
1703598475.1867;26/12/2023;10:47:56;IN;Agente;4511;Agente/601;20;5;25;
1703598490.1869;26/12/2023;10:48:11;IN;Agente;4111;Agente/613;13;4;17;
1703598498.1871;26/12/2023;10:48:19;IN;Agente;2704;Agente/632;7;4;11;
1703598500.1873;26/12/2023;10:48:20;IN;Agente;0017;Agente/631;26;3;29;
1703598537.1875;26/12/2023;10:48:57;IN;Agente;3506;Agente/611;19;4;23;
1703598550.1877;26/12/2023;10:49:10;IN;Agente;4011;Agente/601;12;3;15;
1703598553.1879;26/12/2023;10:49:13;IN;Agente;2215;Agente/613;33;3;36;
1703598568.1881;26/12/2023;10:49:28;IN;Agente;2006;Agente/632;13;3;16;
1703598569.1883;26/12/2023;10:49:29;IN;Agente;3602;Agente/631;11;3;14;
1703598577.1885;26/12/2023;10:49:38;IN;Agente;3509;Agente/611;22;3;25;
1703598585.1887;26/12/2023;10:49:46;IN;Agente;3819;Agente/601;30;3;33;
1703598588.1889;26/12/2023;10:49:49;IN;Agente;2704;Agente/632;29;11;40;
1703598630.1891;26/12/2023;10:50:30;IN;Agente;2709;Agente/631;14;4;18;
1703598632.1893;26/12/2023;10:50:32;IN;Agente;0207;Agente/613;24;3;27;
1703598633.1895;26/12/2023;10:50:33;IN;Agente;3516;Agente/611;48;4;52;
1703598658.1897;26/12/2023;10:50:58;IN;QUE;4111;VILLE-900;0;1;1;
1703598660.1899;26/12/2023;10:51:00;IN;Agente;4111;Agente/601;13;3;16;
1703598703.1901;26/12/2023;10:51:44;IN;Agente;0419;Agente/601;30;3;33;
1703598707.1903;26/12/2023;10:51:48;IN;Agente;0415;Agente/613;38;3;41;
1703598710.1905;26/12/2023;10:51:50;IN;Agente;2705;Agente/632;27;3;30;
1703598714.1907;26/12/2023;10:51:54;IN;Agente;1412;Agente/631;13;4;17;
1703598741.1909;26/12/2023;10:52:21;IN;Agente;3802;Agente/611;14;5;19;
1703598755.1911;26/12/2023;10:52:36;IN;Agente;3805;Agente/601;15;3;18;
1703598758.1913;26/12/2023;10:52:39;IN;Agente;4515;Agente/613;16;3;19;
1703598771.1915;26/12/2023;10:52:51;IN;Agente;4409;Agente/632;22;4;26;
1703598781.1917;26/12/2023;10:53:01;IN;Agente;2019;Agente/611;11;3;14;
1703598796.1919;26/12/2023;10:53:17;IN;Agente;0921;Agente/601;11;3;14;
1703598815.1921;26/12/2023;10:53:36;IN;Agente;3808;Agente/632;68;3;71;
1703598833.1927;26/12/2023;10:53:54;IN;Agente;3709;Agente/611;34;3;37;
1703598855.1929;26/12/2023;10:54:15;IN;Agente;1208;Agente/613;25;4;29;
1703598868.1931;26/12/2023;10:54:28;IN;Agente;3516;Agente/601;17;3;20;
1703598870.1933;26/12/2023;10:54:30;IN;Agente;3819;Agente/611;55;28;83;
1703598896.1935;26/12/2023;10:54:56;IN;Agente;4517;Agente/613;17;3;20;
1703598904.1937;26/12/2023;10:55:04;IN;Agente;2604;Agente/632;15;3;18;
1703598908.1939;26/12/2023;10:55:09;IN;Agente;4211;Agente/601;12;3;15;
1703598915.1941;26/12/2023;10:55:15;IN;Agente;3702;Agente/613;13;11;24;
1703598930.1943;26/12/2023;10:55:30;IN;Agente;0918;Agente/632;17;4;21;
1703598934.1945;26/12/2023;10:55:35;IN;Agente;4208;Agente/601;12;3;15;
1703598938.1947;26/12/2023;10:55:38;IN;Agente;3703;Agente/613;12;13;25;
1703598946.1948;26/12/2023;10:55:47;IN;Agente;3806;Agente/632;15;15;30;
1703598949.1950;26/12/2023;10:55:50;IN;Agente;2114;Agente/601;13;13;26;
1703598957.1951;26/12/2023;10:55:58;IN;Agente;0423;Agente/613;74;14;88;
1703598959.1953;26/12/2023;10:56:00;IN;Agente;2606;Agente/611;20;13;33;
1703598984.1957;26/12/2023;10:56:25;IN;Agente;1813;Agente/601;26;3;29;
1703598998.1959;26/12/2023;10:56:39;IN;Agente;1206;Agente/632;18;2;20;
1703599002.1961;26/12/2023;10:56:43;IN;Agente;3801;Agente/611;21;12;33;
1703599003.1962;26/12/2023;10:56:43;IN;Agente;3509;Agente/601;21;28;49;
1703599013.1964;26/12/2023;10:56:53;IN;Agente;3610;Agente/632;8;27;35;
1703599018.1965;26/12/2023;10:56:59;IN;Agente;2104;Agente/611;11;32;43;
1703599032.1967;26/12/2023;10:57:13;IN;Agente;0421;Agente/604;9;25;34;
1703599043.1969;26/12/2023;10:57:23;IN;Agente;1211;Agente/601;17;18;35;
1703599045.1970;26/12/2023;10:57:25;IN;Agente;3902;Agente/632;17;27;44;
1703599049.1972;26/12/2023;10:57:30;IN;Agente;2109;Agente/613;14;16;30;
1703599052.1973;26/12/2023;10:57:32;IN;Agente;3611;Agente/607;8;19;27;
1703599062.1976;26/12/2023;10:57:42;IN;Agente;4510;Agente/604;9;11;20;
1703599066.1978;26/12/2023;10:57:46;IN;Agente;2010;Agente/611;11;12;23;
1703599083.1983;26/12/2023;10:58:03;IN;Agente;3609;Agente/613;15;11;26;
1703599085.1984;26/12/2023;10:58:06;IN;QUE;3820;VILLE-901;0;0;0;
1703599088.1986;26/12/2023;10:58:09;IN;Agente;3820;Agente/601;20;4;24;
1703599096.1989;26/12/2023;10:58:17;IN;Agente;4015;Agente/632;27;4;31;
1703599111.1992;26/12/2023;10:58:32;IN;Agente;3806;Agente/631;12;2;14;
1703599119.1994;26/12/2023;10:58:40;IN;Agente;2404;Agente/611;18;3;21;
1703599124.1996;26/12/2023;10:58:44;IN;Agente;4511;Agente/613;27;2;29;
1703599135.1998;26/12/2023;10:58:55;IN;Agente;1004;Agente/601;32;3;35;
1703599144.2000;26/12/2023;10:59:04;IN;Agente;2019;Agente/631;10;5;15;
1703599164.2002;26/12/2023;10:59:25;IN;Agente;1403;Agente/632;18;4;22;
1703599179.2004;26/12/2023;10:59:39;IN;Agente;3903;Agente/611;19;3;22;
1703599184.2006;26/12/2023;10:59:45;IN;Agente;4511;Agente/613;22;2;24;
1703599185.2007;26/12/2023;10:59:46;IN;Agente;0424;Agente/631;13;3;16;
1703599210.2010;26/12/2023;11:00:11;IN;Agente;0911;Agente/601;30;3;33;
1703599241.2012;26/12/2023;11:00:42;IN;Agente;3506;Agente/632;18;3;21;
1703599251.2014;26/12/2023;11:00:52;IN;Agente;1414;Agente/611;14;3;17;
1703599254.2016;26/12/2023;11:00:55;IN;Agente;3914;Agente/631;10;4;14;
1703599256.2018;26/12/2023;11:00:56;IN;Agente;4211;Agente/613;11;3;14;
1703599272.2020;26/12/2023;11:01:12;IN;Agente;1414;Agente/601;13;3;16;
1703599294.2022;26/12/2023;11:01:35;IN;Agente;2012;Agente/632;28;4;32;
1703599296.2024;26/12/2023;11:01:36;IN;Agente;4111;Agente/601;13;3;16;
1703599298.2026;26/12/2023;11:01:38;IN;Agente;1017;Agente/611;17;5;22;
1703599302.2028;26/12/2023;11:01:42;IN;Agente;3803;Agente/631;23;5;28;
1703599303.2030;26/12/2023;11:01:43;IN;Agente;1204;Agente/613;36;3;39;
1703599311.2032;26/12/2023;11:01:51;IN;Agente;1816;Agente/601;31;11;42;
1703599317.2033;26/12/2023;11:01:58;IN;Agente;3902;Agente/611;15;14;29;
1703599324.2035;26/12/2023;11:02:04;IN;Agente;1504;Agente/632;24;12;36;
1703599329.2036;26/12/2023;11:02:09;IN;Agente;1416;Agente/631;37;12;49;
1703599330.2038;26/12/2023;11:02:11;IN;Agente;2311;Agente/613;24;30;54;
1703599333.2039;26/12/2023;11:02:13;IN;Agente;4513;Agente/611;13;30;43;
1703599352.2042;26/12/2023;11:02:33;IN;Agente;2104;Agente/601;28;11;39;
1703599355.2043;26/12/2023;11:02:35;IN;Agente;0207;Agente/632;14;17;31;
1703599361.2046;26/12/2023;11:02:42;IN;Agente;2809;Agente/611;15;25;40;
1703599383.2049;26/12/2023;11:03:04;IN;Agente;1510;Agente/632;39;10;49;
1703599388.2051;26/12/2023;11:03:09;IN;Agente;1417;Agente/631;12;2;14;
1703599391.2053;26/12/2023;11:03:11;IN;Agente;1403;Agente/613;11;10;21;
1703599403.2056;26/12/2023;11:03:23;IN;Agente;3714;Agente/601;21;3;24;
1703599408.2058;26/12/2023;11:03:29;IN;Agente;3804;Agente/611;23;3;26;
1703599418.2060;26/12/2023;11:03:39;IN;Agente;1405;Agente/631;20;2;22;
1703599419.2061;26/12/2023;11:03:39;IN;Agente;4512;Agente/613;17;4;21;
1703599427.2064;26/12/2023;11:03:48;IN;Agente;1506;Agente/601;25;11;36;
1703599435.2065;26/12/2023;11:03:56;IN;QUE;1206;VILLE-900;0;1;1;
1703599440.2068;26/12/2023;11:04:00;IN;Agente;1206;Agente/611;41;11;52;
1703599445.2069;26/12/2023;11:04:05;IN;Agente;1803;Agente/631;33;3;36;
1703599454.2072;26/12/2023;11:04:15;IN;Agente;1418;Agente/632;30;2;32;
1703599458.2074;26/12/2023;11:04:18;IN;Agente;4119;Agente/613;31;2;33;
1703599458.2075;26/12/2023;11:04:19;IN;Agente;0212;Agente/601;15;15;30;
1703599488.2078;26/12/2023;11:04:49;IN;Agente;0003;Agente/631;22;2;24;
1703599502.2080;26/12/2023;11:05:02;IN;Agente;4505;Agente/601;10;2;12;
1703599516.2082;26/12/2023;11:05:17;IN;Agente;1403;Agente/611;15;4;19;
1703599527.2084;26/12/2023;11:05:27;IN;Agente;1417;Agente/632;26;3;29;
1703599535.2086;26/12/2023;11:05:36;IN;Agente;4111;Agente/613;14;15;29;
1703599535.2087;26/12/2023;11:05:36;IN;Agente;0018;Agente/601;16;4;20;
1703599550.2091;26/12/2023;11:05:50;IN;Agente;2111;Agente/611;61;16;77;
1703599552.2093;26/12/2023;11:05:53;IN;Agente;2114;Agente/631;23;11;34;
1703599562.2095;26/12/2023;11:06:02;IN;QUE;2709;VILLE-900;0;2;2;
1703599564.2097;26/12/2023;11:06:04;IN;Agente;1216;Agente/601;34;4;38;
1703599565.2100;26/12/2023;11:06:05;IN;Agente;2115;Agente/632;41;12;53;
1703599565.2101;26/12/2023;11:06:05;IN;Agente;4023;Agente/613;17;10;27;
1703599581.2104;26/12/2023;11:06:22;IN;Agente;3804;Agente/631;42;15;57;
1703599597.2106;26/12/2023;11:06:38;IN;Agente;2109;Agente/613;76;12;88;
1703599601.2107;26/12/2023;11:06:42;IN;Agente;4006;Agente/601;37;10;47;
1703599614.2110;26/12/2023;11:06:54;IN;Agente;1418;Agente/632;36;14;50;
1703599614.2111;26/12/2023;11:06:55;IN;Agente;1211;Agente/611;36;27;63;
1703599619.2112;26/12/2023;11:07:00;IN;Agente;1415;Agente/631;12;29;41;
1703599619.2113;26/12/2023;11:07:00;IN;Agente;1404;Agente/601;21;42;63;
1703599621.2114;26/12/2023;11:07:01;IN;Agente;0207;Agente/601;41;79;120;
1703599623.2115;26/12/2023;11:07:03;IN;Agente;0908;Agente/631;1;48;49;
1703599656.2119;26/12/2023;11:07:36;IN;Agente;4111;Agente/631;12;18;30;
1703599676.2123;26/12/2023;11:07:56;IN;Agente;0218;Agente/632;17;13;30;
1703599677.2124;26/12/2023;11:07:57;IN;Agente;1802;Agente/611;18;14;32;
1703599684.2126;26/12/2023;11:08:04;IN;Agente;0911;Agente/613;32;11;43;
1703599689.2129;26/12/2023;11:08:10;IN;Agente;2420;Agente/631;25;12;37;
1703599714.2133;26/12/2023;11:08:35;IN;Agente;2404;Agente/632;34;4;38;
1703599722.2135;26/12/2023;11:08:42;IN;Agente;0424;Agente/611;38;3;41;
1703599723.2137;26/12/2023;11:08:44;IN;Agente;3513;Agente/613;11;10;21;
1703599730.2138;26/12/2023;11:08:51;IN;Agente;4022;Agente/631;52;12;64;
1703599737.2140;26/12/2023;11:08:58;IN;Agente;3518;Agente/601;11;13;24;
1703599762.2143;26/12/2023;11:09:23;IN;Agente;4505;Agente/632;16;3;19;
1703599766.2145;26/12/2023;11:09:27;IN;Agente;3507;Agente/613;11;2;13;
1703599778.2147;26/12/2023;11:09:39;IN;Agente;4407;Agente/601;15;4;19;
1703599783.2149;26/12/2023;11:09:43;IN;Agente;2203;Agente/611;21;4;25;
1703599792.2151;26/12/2023;11:09:52;IN;Agente;2801;Agente/613;27;2;29;
1703599817.2153;26/12/2023;11:10:17;IN;Agente;2410;Agente/632;17;5;22;
1703599819.2155;26/12/2023;11:10:19;IN;Agente;0903;Agente/631;31;4;35;
1703599830.2157;26/12/2023;11:10:30;IN;Agente;4122;Agente/601;17;4;21;
1703599841.2159;26/12/2023;11:10:41;IN;Agente;2213;Agente/611;1;6;7;
1703599854.2161;26/12/2023;11:10:55;IN;Agente;3910;Agente/613;30;2;32;
1703599855.2162;26/12/2023;11:10:55;IN;Agente;4103;Agente/632;15;2;17;
1703599860.2165;26/12/2023;11:11:01;IN;Agente;0417;Agente/611;19;3;22;
1703599874.2167;26/12/2023;11:11:14;IN;Agente;4221;Agente/601;43;4;47;
1703599877.2169;26/12/2023;11:11:17;IN;Agente;0203;Agente/632;20;12;32;
1703599877.2170;26/12/2023;11:11:17;IN;Agente;2213;Agente/631;106;4;110;
1703599886.2173;26/12/2023;11:11:28;IN;Agente;1403;Agente/613;29;10;39;
1703599905.2175;26/12/2023;11:11:46;IN;Agente;4506;Agente/611;18;2;20;
1703599911.2177;26/12/2023;11:11:52;IN;Agente;3917;Agente/632;31;11;42;
1703599924.2179;26/12/2023;11:12:04;IN;Agente;1410;Agente/601;10;12;22;
1703599924.2180;26/12/2023;11:12:05;IN;Agente;4510;Agente/611;12;11;23;
1703599935.2183;26/12/2023;11:12:15;IN;Agente;4201;Agente/613;32;3;35;
1703599935.2184;26/12/2023;11:12:16;IN;Agente;1415;Agente/611;42;25;67;
1703599942.2186;26/12/2023;11:12:22;IN;Agente;4103;Agente/601;16;14;30;
1703599959.2188;26/12/2023;11:12:39;IN;Agente;1811;Agente/632;19;12;31;
1703599976.2191;26/12/2023;11:12:57;IN;Agente;4208;Agente/613;24;1;25;
1703599992.2193;26/12/2023;11:13:12;IN;Agente;3511;Agente/601;15;4;19;
1703599996.2195;26/12/2023;11:13:17;IN;Agente;3905;Agente/631;32;2;34;
1703600008.2197;26/12/2023;11:13:29;IN;Agente;0209;Agente/632;14;5;19;
1703600010.2199;26/12/2023;11:13:30;IN;Agente;3505;Agente/611;57;4;61;
1703600018.2201;26/12/2023;11:13:38;IN;Agente;2705;Agente/613;42;3;45;
1703600036.2203;26/12/2023;11:13:57;IN;Agente;0209;Agente/601;13;4;17;
1703600040.2205;26/12/2023;11:14:00;IN;Agente;4211;Agente/632;27;4;31;
1703600051.2207;26/12/2023;11:14:12;IN;Agente;1816;Agente/631;126;3;129;
1703600072.2209;26/12/2023;11:14:32;IN;Agente;1410;Agente/601;28;3;31;
1703600081.2212;26/12/2023;11:14:41;IN;Agente;3811;Agente/611;17;3;20;
1703600101.2214;26/12/2023;11:15:02;IN;Agente;4506;Agente/632;37;4;41;
1703600105.2216;26/12/2023;11:15:05;IN;Agente;3419;Agente/613;39;2;41;
1703600110.2218;26/12/2023;11:15:10;IN;Agente;3902;Agente/611;47;3;50;
1703600112.2220;26/12/2023;11:15:13;IN;Agente;3519;Agente/601;14;3;17;
1703600137.2222;26/12/2023;11:15:38;IN;Agente;2414;Agente/601;27;3;30;
1703600150.2224;26/12/2023;11:15:50;IN;Agente;3408;Agente/632;14;12;26;
1703600152.2225;26/12/2023;11:15:53;IN;Agente;0014;Agente/613;46;13;59;
1703600195.2228;26/12/2023;11:16:35;IN;Agente;3512;Agente/601;15;3;18;
1703600214.2230;26/12/2023;11:16:54;IN;Agente;1015;Agente/611;70;3;73;
1703600224.2232;26/12/2023;11:17:04;IN;Agente;4505;Agente/632;49;4;53;
1703600224.2233;26/12/2023;11:17:05;IN;Agente;2115;Agente/631;11;3;14;
1703600255.2236;26/12/2023;11:17:35;IN;Agente;3514;Agente/613;33;4;37;
1703600263.2238;26/12/2023;11:17:44;IN;Agente;3518;Agente/601;44;3;47;
1703600270.2240;26/12/2023;11:17:51;IN;Agente;0421;Agente/631;15;3;18;
1703600275.2242;26/12/2023;11:17:55;IN;Agente;3703;Agente/632;15;14;29;
1703600284.2243;26/12/2023;11:18:04;IN;Agente;4122;Agente/631;11;14;25;
1703600303.2246;26/12/2023;11:18:24;IN;Agente;2213;Agente/611;13;2;15;
1703600306.2248;26/12/2023;11:18:27;IN;Agente;2410;Agente/613;51;10;61;
1703600325.2250;26/12/2023;11:18:46;IN;Agente;2105;Agente/632;16;2;18;
1703600325.2251;26/12/2023;11:18:46;IN;Agente;2005;Agente/601;10;3;13;
1703600338.2254;26/12/2023;11:18:59;IN;Agente;4211;Agente/631;25;3;28;
1703600343.2256;26/12/2023;11:19:04;IN;Agente;1208;Agente/611;31;3;34;
1703600365.2258;26/12/2023;11:19:25;IN;Agente;2110;Agente/601;14;4;18;
1703600382.2260;26/12/2023;11:19:43;IN;Agente;1404;Agente/632;16;3;19;
1703600394.2262;26/12/2023;11:19:55;IN;Agente;2316;Agente/631;12;3;15;
1703600401.2264;26/12/2023;11:20:01;IN;Agente;1010;Agente/613;34;3;37;
1703600409.2266;26/12/2023;11:20:10;IN;Agente;4003;Agente/611;13;4;17;
1703600413.2268;26/12/2023;11:20:13;IN;Agente;2405;Agente/601;19;5;24;
1703600422.2270;26/12/2023;11:20:23;IN;Agente;0918;Agente/632;18;3;21;
1703600438.2272;26/12/2023;11:20:39;IN;Agente;4003;Agente/611;40;3;43;
1703600439.2273;26/12/2023;11:20:39;IN;Agente;4117;Agente/631;24;3;27;
1703600444.2276;26/12/2023;11:20:44;IN;Agente;4211;Agente/601;14;5;19;
1703600449.2278;26/12/2023;11:20:50;IN;Agente;2709;Agente/613;28;11;39;
1703600450.2279;26/12/2023;11:20:51;IN;Agente;1004;Agente/632;117;12;129;
1703600451.2280;26/12/2023;11:20:51;IN;Agente;0019;Agente/601;37;27;64;
1703600455.2281;26/12/2023;11:20:55;IN;Agente;2014;Agente/631;14;32;46;
1703600457.2282;26/12/2023;11:20:57;IN;Agente;1514;Agente/611;28;41;69;
1703600461.2285;26/12/2023;11:21:01;IN;Agente;0204;Agente/613;13;42;55;
1703600463.2286;26/12/2023;11:21:04;IN;Agente;3512;Agente/631;37;57;94;
1703600468.2287;26/12/2023;11:21:09;IN;Agente;2607;Agente/613;12;59;71;
1703600482.2289;26/12/2023;11:21:23;IN;Agente;2806;Agente/601;19;47;66;
1703600483.2290;26/12/2023;11:21:24;IN;Agente;4217;Agente/611;13;56;69;
1703600496.2293;26/12/2023;11:21:36;IN;Agente;0217;Agente/613;15;55;70;
1703600511.2296;26/12/2023;11:21:52;IN;Agente;2213;Agente/601;14;45;59;
1703600513.2297;26/12/2023;11:21:54;IN;QUE;4505;VILLE-900;0;51;51;
1703600515.2298;26/12/2023;11:21:55;IN;Agente;3706;Agente/611;11;57;68;
1703600532.2302;26/12/2023;11:22:13;IN;Agente;1412;Agente/631;15;40;55;
1703600533.2303;26/12/2023;11:22:14;IN;Agente;4119;Agente/601;13;46;59;
1703600570.2308;26/12/2023;11:22:51;IN;Agente;4007;Agente/613;20;11;31;
1703600576.2310;26/12/2023;11:22:57;IN;Agente;1816;Agente/632;52;12;64;
1703600581.2312;26/12/2023;11:23:01;IN;Agente;2115;Agente/611;19;14;33;
1703600585.2314;26/12/2023;11:23:05;IN;Agente;4023;Agente/631;13;12;25;
1703600591.2316;26/12/2023;11:23:11;IN;Agente;3714;Agente/601;10;11;21;
1703600605.2320;26/12/2023;11:23:25;IN;Agente;0217;Agente/613;29;10;39;
1703600605.2321;26/12/2023;11:23:25;IN;Agente;4007;Agente/601;12;16;28;
1703600605.2322;26/12/2023;11:23:26;IN;Agente;1116;Agente/631;12;15;27;
1703600610.2323;26/12/2023;11:23:31;IN;Agente;4516;Agente/611;15;14;29;
1703600639.2328;26/12/2023;11:23:59;IN;Agente;1811;Agente/631;12;3;15;
1703600640.2329;26/12/2023;11:24:00;IN;Agente;1004;Agente/601;11;10;21;
1703600648.2331;26/12/2023;11:24:09;IN;Agente;4518;Agente/611;11;2;13;
1703600652.2334;26/12/2023;11:24:12;IN;Agente;0204;Agente/632;31;3;34;
1703600697.2336;26/12/2023;11:24:58;IN;Agente;4414;Agente/613;31;2;33;
1703600700.2338;26/12/2023;11:25:01;IN;Agente;0416;Agente/631;13;3;16;
1703600703.2340;26/12/2023;11:25:04;IN;Agente;0208;Agente/601;17;4;21;
1703600729.2342;26/12/2023;11:25:30;IN;Agente;3803;Agente/611;20;4;24;
1703600744.2344;26/12/2023;11:25:44;IN;Agente;1103;Agente/632;15;4;19;
1703600744.2345;26/12/2023;11:25:45;IN;Agente;1903;Agente/631;12;3;15;
1703600748.2348;26/12/2023;11:25:49;IN;Agente;1404;Agente/601;15;3;18;
1703600762.2350;26/12/2023;11:26:03;IN;Agente;3714;Agente/613;12;2;14;
1703600768.2352;26/12/2023;11:26:08;IN;Agente;3902;Agente/632;21;3;24;
1703600774.2354;26/12/2023;11:26:15;IN;Agente;4003;Agente/611;16;3;19;
1703600794.2356;26/12/2023;11:26:34;IN;Agente;3917;Agente/613;16;3;19;
1703600813.2358;26/12/2023;11:26:53;IN;QUE;4018;VILLE-900;0;1;1;
1703600816.2360;26/12/2023;11:26:57;IN;Agente;4018;Agente/601;13;3;16;
1703600845.2362;26/12/2023;11:27:25;IN;Agente;4111;Agente/611;14;4;18;
1703600853.2364;26/12/2023;11:27:34;IN;Agente;4211;Agente/631;10;3;13;
1703600862.2366;26/12/2023;11:27:43;IN;Agente;4115;Agente/632;18;3;21;
1703600867.2368;26/12/2023;11:27:48;IN;Agente;3419;Agente/601;63;2;65;
1703600876.2370;26/12/2023;11:27:57;IN;Agente;4117;Agente/613;13;2;15;
1703600876.2371;26/12/2023;11:27:58;INTERNO;SIP;VILLE-9960;VILLE-4111;8;3;11;
1703600889.2374;26/12/2023;11:28:10;IN;Agente;4409;Agente/611;14;4;18;
1703600901.2376;26/12/2023;11:28:22;IN;Agente;4406;Agente/631;45;3;48;
1703600931.2378;26/12/2023;11:28:52;IN;Agente;4020;Agente/632;14;3;17;
1703600942.2380;26/12/2023;11:29:03;IN;Agente;3803;Agente/613;42;2;44;
1703600947.2382;26/12/2023;11:29:07;IN;Agente;2602;Agente/611;16;3;19;
1703600949.2384;26/12/2023;11:29:09;IN;Agente;4115;Agente/601;17;2;19;
1703600949.2385;26/12/2023;11:29:10;IN;Agente;1107;Agente/632;24;12;36;
1703600962.2388;26/12/2023;11:29:22;IN;Agente;4208;Agente/631;14;11;25;
1703600977.2390;26/12/2023;11:29:37;IN;Agente;4505;Agente/611;47;3;50;
1703600990.2392;26/12/2023;11:29:50;IN;Agente;2607;Agente/601;12;2;14;
1703600992.2394;26/12/2023;11:29:53;IN;Agente;4512;Agente/632;17;2;19;
1703600992.2395;26/12/2023;11:29:53;IN;Agente;4208;Agente/613;15;2;17;
1703601001.2398;26/12/2023;11:30:01;IN;Agente;3516;Agente/631;17;3;20;
1703601003.2400;26/12/2023;11:30:04;IN;Agente;4022;Agente/613;15;14;29;
1703601003.2401;26/12/2023;11:30:04;IN;Agente;0216;Agente/611;36;41;77;
1703601010.2402;26/12/2023;11:30:10;IN;Agente;1504;Agente/601;22;2;24;
1703601015.2404;26/12/2023;11:30:16;IN;Agente;2402;Agente/632;22;11;33;
1703601019.2406;26/12/2023;11:30:19;IN;Agente;2806;Agente/631;23;11;34;
1703601020.2407;26/12/2023;11:30:21;IN;Agente;4009;Agente/601;11;25;36;
1703601035.2410;26/12/2023;11:30:35;IN;Agente;4217;Agente/613;0;10;10;
1703601037.2411;26/12/2023;11:30:37;IN;Agente;0919;Agente/613;18;11;29;
1703601039.2412;26/12/2023;11:30:39;IN;Agente;4511;Agente/632;18;27;45;
1703601043.2414;26/12/2023;11:30:43;IN;Agente;2613;Agente/631;15;27;42;
1703601050.2418;26/12/2023;11:30:50;IN;Agente;4217;Agente/601;11;18;29;
1703601074.2422;26/12/2023;11:31:15;IN;Agente;3805;Agente/613;23;1;24;
1703601075.2424;26/12/2023;11:31:16;IN;Agente;3506;Agente/601;26;11;37;
1703601077.2425;26/12/2023;11:31:17;IN;Agente;2118;Agente/611;14;15;29;
1703601109.2428;26/12/2023;11:31:49;IN;Agente;3511;Agente/632;19;4;23;
1703601111.2430;26/12/2023;11:31:52;INTERNO;SIP;1017;1014;11;0;11;
1703601133.2432;26/12/2023;11:32:14;IN;Agente;4111;Agente/631;13;3;16;
1703601181.2434;26/12/2023;11:33:02;IN;Agente;2607;Agente/613;13;2;15;
1703601194.2436;26/12/2023;11:33:14;IN;Agente;1403;Agente/611;18;3;21;
1703601196.2438;26/12/2023;11:33:16;IN;QUE;4404;VILLE-900;0;1;1;
1703601199.2440;26/12/2023;11:33:20;IN;Agente;4404;Agente/632;18;2;20;
1703601200.2441;26/12/2023;11:33:20;IN;Agente;0218;Agente/601;13;3;16;
1703601217.2444;26/12/2023;11:33:37;IN;Agente;1019;Agente/631;30;3;33;
1703601254.2446;26/12/2023;11:34:14;IN;Agente;3918;Agente/632;39;6;45;
1703601259.2448;26/12/2023;11:34:20;IN;Agente;4414;Agente/613;13;3;16;
1703601281.2450;26/12/2023;11:34:41;IN;Agente;3814;Agente/611;20;4;24;
1703601295.2452;26/12/2023;11:34:55;IN;Agente;0414;Agente/613;13;3;16;
1703601331.2454;26/12/2023;11:35:31;IN;Agente;0205;Agente/601;11;4;15;
1703601378.2456;26/12/2023;11:36:19;IN;Agente;4115;Agente/631;23;3;26;
1703601382.2458;26/12/2023;11:36:23;IN;Agente;4217;Agente/632;20;4;24;
1703601432.2461;26/12/2023;11:37:13;IN;Agente;3503;Agente/601;11;3;14;
1703601455.2463;26/12/2023;11:37:35;IN;Agente;3503;Agente/611;18;3;21;
1703601457.2465;26/12/2023;11:37:38;IN;Agente;0205;Agente/613;12;3;15;
1703601480.2467;26/12/2023;11:38:01;IN;Agente;4516;Agente/601;33;4;37;
1703601483.2469;26/12/2023;11:38:03;IN;Agente;4011;Agente/631;17;4;21;
1703601504.2471;26/12/2023;11:38:24;IN;Agente;4518;Agente/611;33;4;37;
1703601513.2473;26/12/2023;11:38:33;IN;Agente;2203;Agente/632;57;5;62;
1703601515.2475;26/12/2023;11:38:35;IN;Agente;4517;Agente/613;35;3;38;
1703601523.2477;26/12/2023;11:38:44;IN;Agente;3509;Agente/631;43;3;46;
1703601525.2479;26/12/2023;11:38:45;IN;Agente;4516;Agente/601;18;12;30;
1703601545.2481;26/12/2023;11:39:05;IN;Agente;2709;Agente/611;91;12;103;
1703601591.2483;26/12/2023;11:39:52;IN;Agente;1811;Agente/601;24;4;28;
1703601596.2485;26/12/2023;11:39:57;IN;Agente;4517;Agente/613;261;3;264;
1703601605.2487;26/12/2023;11:40:06;IN;Agente;3811;Agente/631;25;3;28;
1703601611.2489;26/12/2023;11:40:12;IN;Agente;3805;Agente/632;51;4;55;
1703601669.2491;26/12/2023;11:41:10;IN;Agente;2607;Agente/601;28;4;32;
